City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
541,krasnozerskoye,53.9828,79.2374,276.02,63,53,3.14,RU,1697153562
542,kourou,5.1552,-52.6478,301.18,76,68,4.32,GF,1697153563
543,nagqu,31.5,92.0,267.31,27,5,1.21,CN,1697153564
544,pyt-yakh,60.7499,72.8582,275.18,88,59,4.4,RU,1697153564
545,lincoln city,44.9582,-124.0179,293.0,74,70,0.89,US,1697153565
546,al jawf,29.5,38.75,294.44,38,0,1.95,SA,1697153565
547,yulinshi,38.2906,109.7494,284.7,42,60,3.11,CN,1697153566
548,mogadishu,2.0371,45.3438,299.2,85,68,2.23,SO,1697153353
549,camabatela,-8.1881,15.375,291.43,98,99,1.39,AO,1697153567
550,thinadhoo,0.5333,72.9333,301.14,65,99,5.04,MV,1697153568
551,kaa-khem,51.6833,94.7333,282.26,62,99,2.11,RU,1697153568
552,linxi,39.7,118.4333,288.66,60,100,1.09,CN,1697153569
553,samana,19.2056,-69.3369,302.13,86,59,2.87,DO,1697153569
554,smirnykh,49.75,142.8333,281.42,68,14,3.13,RU,1697153570
555,san pedro de macoris,18.4616,-69.2972,302.49,83,41,3.93,DO,1697153571
556,hasaki,35.7333,140.8333,291.09,52,1,6.45,JP,1697153571
557,kasane,-17.8167,25.15,299.3,34,18,2.19,BW,1697153572
558,port moresby,-9.4431,147.1797,299.85,77,100,2.16,PG,1697153572
559,sayansk,54.1088,102.1648,279.75,75,93,2.3,RU,1697153573
560,bengkulu,-3.8004,102.2655,297.11,87,62,1.25,ID,1697153573
561,negapatam,10.7667,79.8333,299.24,88,90,1.29,IN,1697153574
562,ghat,24.9647,10.1728,297.8,24,29,2.5,LY,1697153575
563,ghormach,35.7306,63.7826,284.62,74,100,7.38,AF,1697153575
564,tutoia,-2.7619,-42.2744,299.92,84,28,4.72,BR,1697153576
565,coahuayana de hidalgo,18.7,-103.6583,300.14,86,58,0.89,MX,1697153576
566,chakvi,41.7187,41.7335,285.14,94,0,7.2,GE,1697153577
567,fort bragg,35.139,-79.006,292.06,86,0,0.0,US,1697153578
568,colac,-38.3333,143.5833,284.72,97,100,4.58,AU,1697153578
569,luumaki,60.9262,27.5814,279.71,73,97,6.42,FI,1697153579
570,la passe,45.5549,-0.8967,292.03,51,66,3.01,FR,1697153580
571,nelson bay,-32.7167,152.15,293.2,45,0,4.47,AU,1697153580
572,i-n-salah,27.1935,2.4607,301.23,21,64,8.59,DZ,1697153581
573,kodinsk,58.6881,99.1844,278.39,81,100,0.91,RU,1697153582
574,kulhudhuffushi,6.6221,73.07,299.91,79,73,2.66,MV,1697153583
575,puerto san jose,13.9256,-90.8244,300.15,84,75,2.13,GT,1697153583
576,mauranwan,26.4333,80.8833,293.17,48,0,0.6,IN,1697153584
577,kailua-kona,19.6406,-155.9956,302.32,67,75,4.63,US,1697153584
578,noyabrsk,63.1994,75.4507,273.84,92,45,4.47,RU,1697153585
579,bay city,43.5945,-83.8889,284.49,74,0,3.6,US,1697153339
580,fortaleza,-3.7227,-38.5247,300.49,78,40,4.63,BR,1697153586
581,murud,18.3258,72.965,298.91,85,93,1.7,IN,1697153587
582,quelimane,-17.8786,36.8883,296.59,87,90,2.5,MZ,1697153588
583,saint-denis,48.9167,2.3333,292.65,88,0,4.12,FR,1697153588
584,fraserburgh,57.6874,-2.0184,282.66,72,100,7.97,GB,1697153589
585,saint-pierre,-21.3393,55.4781,295.97,83,34,4.63,RE,1697153590
586,qulsary,46.9531,54.0198,280.57,70,1,3.2,KZ,1697153590
587,amungan,15.3652,119.9582,302.01,70,87,0.77,PH,1697153591
588,makurdi,7.7411,8.5121,297.42,87,88,0.91,NG,1697153591
589,murliganj,25.9,86.9833,295.77,83,0,2.0,IN,1697153592
590,kogalym,62.2654,74.4791,272.63,88,78,5.56,RU,1697153593
